transaction_id,customer_id,customer_name,email,phone,address,date_of_birth,card_number,transaction_amount,transaction_date,store_channel,_dq_null_flag,_ingested_at,_source_system,_batch_id
TXN000486,CUST0177,Shravya Sagar,udantsama@example.net,918363910174,"09/002, Varty Chowk, Bellary-197098",1979-05-09,2720499800775966,4746.38,2026-04-07,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000487,CUST0056,Mahika Tiwari,mahika09@example.org,915775161344,"82, Chanda Chowk, Mehsana-811530",1972-08-04,2377813820431234,1859.55,2026-07-04,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000488,CUST0114,Chaitaly Viswanathan,sarkarnaveen@example.org,8310384926,"H.No. 744, Sidhu Nagar, Dehri-540494",1997-01-02,2245510714502803,298.89,2026-06-22,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000489,CUST0093,Aadi Kant,qrege@example.com,3023935819,"29, Thakkar Nagar, Shimla 380176",1970-05-30,2525647306718594,1205.65,2026-04-19,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000490,CUST0176,Yashvi Chana,tarak27@example.org,9417632598,"224, Buch Zila, Medininagar 260443",2004-02-16,2275430073280029,3386.77,2026-02-25,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000491,CUST0140,Jagrati Srinivas,parmarirya@example.net,913892977115,"846, Kamdar, Nellore 391168",1965-01-24,2247728905712985,4082.88,2026-02-17,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000492,CUST0016,Yashica Ghose,urvinayak@example.net,9704566971,"H.No. 993, Goyal Circle, Udupi 699433",1960-05-19,2278497366021243,121.31,2026-03-25,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000493,CUST0071,Dhruv Lala,yoshita33@example.com,9340109705,"H.No. 73, Hans Marg, Kulti 209409",1963-01-07,2248369984581873,2981.47,2026-05-24,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000494,CUST0032,Yug Thaman,khalsaati@example.org,913780126147,"688, Hari Path, Firozabad 567299",1992-02-01,2283208466357251,2738.87,2026-07-04,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000495,CUST0024,Rudra Handa,irarana@example.net,2446616770,"636, Jani Road, Raipur-693937",1995-12-01,5379361508205232,827.33,2026-03-14,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000496,CUST0165,Azaan Varughese,shravyamitra@example.com,1551972465,"H.No. 437, Sharma Zila, Kharagpur-526012",1959-11-21,2273873899173419,3778.09,2026-04-05,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000497,CUST0013,Rachana Bhat,balveer20@example.com,917541157451,"52, Dasgupta Street, Sasaram 475131",1977-08-13,2297353688579599,610.13,2026-06-04,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000498,CUST0063,Siya Sehgal,narayanandarsh@example.com,913485657051,"H.No. 565, Kothari Nagar, Dharmavaram-742540",2005-12-02,2239723658579970,1366.24,2026-06-02,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000499,CUST0145,Patrick Saxena,rzachariah@example.net,7271139188,"H.No. 62, Devan Chowk, Deoghar 628523",1969-04-13,2718208850077692,7326.78,2026-07-04,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000500,CUST0018,Ridhi Savant,virajradhakrishnan@example.com,911173124919,"H.No. 80, Bhatia Ganj, South Dumdum 602888",1995-08-21,2467451193006191,12582.65,2026-03-07,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000501,CUST0151,Om Chand,buchanirudh@example.net,6514747208,"966, Prashad Ganj, Kishanganj 389819",1995-12-18,2272624337441673,564.26,2026-06-07,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000502,CUST0060,Umang Buch,timothy24@example.org,1103195546,"H.No. 725, Gala Road, Pimpri-Chinchwad 667057",1981-12-14,5348665946899036,17448.09,2026-05-09,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000503,CUST0038,Girindra Dhillon,saanviswamy@example.net,5201491862,"25/91, Mander Street, Allahabad 336164",1999-03-21,5454143698603691,3634.47,2026-05-06,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000504,CUST0071,Dhruv Lala,yoshita33@example.com,9340109705,"H.No. 73, Hans Marg, Kulti 209409",1963-01-07,2564317400212991,4395.93,2026-03-18,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000505,CUST0034,Isaac Mukherjee,anika06@example.com,914073249210,"12/829, Varma Circle, Orai 051463",1990-03-17,2223072616772857,514.46,2026-06-03,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000506,CUST0045,Jacob Bhatnagar,chadagautami@example.com,9355247230,"H.No. 80, Sur, Giridih-428587",1964-03-29,5426114268806894,987.3,2026-05-10,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000507,CUST0170,Chandresh Mohanty,rishi25@example.com,826613606,"90/25, Kalita Zila, Singrauli 660367",1963-04-14,5302114850396279,5671.22,2026-06-03,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000508,CUST0034,Isaac Mukherjee,anika06@example.com,914073249210,"12/829, Varma Circle, Orai 051463",1990-03-17,5456130234374281,4700.07,2026-06-18,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000509,CUST0092,Lakshit Choudhry,ubikasunder@example.org,1435235,"20/816, Wable Street, Bally-036134",1977-09-04,2265326486296937,588.98,2026-06-09,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000510,CUST0151,Om Chand,buchanirudh@example.net,6514747208,"966, Prashad Ganj, Kishanganj 389819",1995-12-18,2238113837404012,5578.05,2026-05-07,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000511,CUST0005,Jhalak Sabharwal,sathvik78@example.org,1587311589,"06/72, Lad Road, Davanagere-605576",1978-01-10,2720706034743150,2189.1,2026-06-05,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000512,CUST0068,Yauvani Chand,zmerchant@example.com,915193179610,"209, More Zila, Anantapuram 766010",1982-03-21,2253784146669816,21508.02,2026-05-14,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000513,CUST0033,Nihal Prabhakar,phora@example.net,5300616156,"51/42, Banerjee Path, Bhubaneswar 359546",1966-09-05,5295830709380177,13062.17,2026-04-09,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000514,CUST0135,Harinakshi Iyer,sodhibina@example.org,916892505848,"H.No. 686, Natarajan Ganj, Ahmednagar 425765",1990-07-26,2285345550978416,19357.5,2026-08-01,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000515,CUST0017,Abhiram Shanker,warinder43@example.net,911268402770,"967, Chaudhary Street, Chandrapur 809533",1975-11-03,5565529932283876,836.64,2026-06-19,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000516,CUST0115,Bimala Gala,zdeo@example.com,6114054452,"82/042, Kota Marg, Bhilwara-195235",1972-03-10,2501618699927330,615.86,2026-07-28,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000517,CUST0132,Bhavini Randhawa,pushti15@example.org,3788353502,"H.No. 119, Grover Zila, Asansol 506088",2001-11-01,2597446942445818,164.42,2026-03-14,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000518,CUST0116,Ucchal Nair,misraanmol@example.net,9428688174,"92/70, Raval Nagar, Mysore-816868",1998-09-15,5301192264729062,710.78,2026-07-04,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000519,CUST0158,Zansi Khalsa,kamala99@example.org,7888040151,"29/830, Deshpande Path, Bihar Sharif 809429",2004-06-07,2298094356396093,3898.34,2026-07-09,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000520,CUST0169,Eshana Bansal,ishani34@example.net,2193565750,"99, Apte Chowk, Rajpur Sonarpur-830651",1964-05-15,2720118905211566,349.21,2026-04-23,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000521,CUST0118,Girindra Karnik,sawhneyishaan@example.org,1245267540,"39/74, Ramachandran Street, Kolhapur 757355",1981-08-18,2287206473410812,4162.1,2026-04-03,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000522,CUST0016,Yashica Ghose,urvinayak@example.net,9704566971,"H.No. 993, Goyal Circle, Udupi 699433",1960-05-19,5476010375375592,643.97,2026-07-08,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000523,CUST0103,Rachita Ravel,osur@example.com,8206940028,"H.No. 048, Sagar Road, Pudukkottai-982337",1992-07-09,2247190032169128,15470.06,2026-06-22,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000524,CUST0176,Yashvi Chana,tarak27@example.org,9417632598,"224, Buch Zila, Medininagar 260443",2004-02-16,5288743826151034,73.16,2026-08-01,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000525,CUST0126,Sathvik Bala,shora@example.org,1284292279,"46/82, Karan Path, Deoghar-060833",1971-09-18,2720110954468270,5362.56,2026-07-04,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000526,CUST0019,Nikita Master,anigam@example.org,913847487091,"67/595, Bains Chowk, Aurangabad 368095",1977-10-11,2619992465848841,13992.4,2026-08-01,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000527,CUST0083,Hamsini Kara,anvi19@example.com,8002415929,"H.No. 696, Sem Path, Vijayawada-120991",1999-03-02,5134079782760955,18579.52,2026-06-20,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000528,CUST0017,Abhiram Shanker,warinder43@example.net,911268402770,"967, Chaudhary Street, Chandrapur 809533",1975-11-03,2293534247804487,10962.75,2026-06-18,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000529,CUST0071,Dhruv Lala,yoshita33@example.com,9340109705,"H.No. 73, Hans Marg, Kulti 209409",1963-01-07,2633089211373232,2607.32,2026-05-04,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000530,CUST0098,Nirja Doctor,madhav98@example.com,918141197799,"06, Uppal Path, Asansol-277008",1967-11-02,5372063374153838,3509.39,2026-07-07,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000531,CUST0117,Xalak Gokhale,baghyawatitank@example.com,912963264634,"H.No. 423, Lad Ganj, Mau 442346",1958-04-17,5325499550885223,21729.43,2026-06-18,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000532,CUST0026,Victor Pau,ravalanika@example.net,6985375708,"H.No. 263, Dube Ganj, Gangtok 607216",1982-12-06,2270215809264974,2670.65,2026-05-26,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000533,CUST0168,Unni Bhatt,mutticharan@example.net,4300090556,"75/31, Shanker Nagar, Aizawl 830688",1958-08-24,2720141976708203,3949.59,2026-04-23,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000534,CUST0111,Yamini Mitter,bhandariyash@example.com,2339208098,"131, Aggarwal Street, Madhyamgram 988534",1988-07-08,2240799715433184,154.84,2026-05-16,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000535,CUST0059,Ganga Muni,xtiwari@example.com,7302250344,"H.No. 931, Naidu Marg, Pali-560389",1976-10-18,2704253906860127,2148.67,2026-05-29,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000536,CUST0087,Adya Chakrabarti,dateekani@example.org,6322946418,"24/25, Raghavan Chowk, Gandhidham-301064",1980-02-16,2543974417576184,271.69,2026-05-16,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000537,CUST0103,Rachita Ravel,osur@example.com,8206940028,"H.No. 048, Sagar Road, Pudukkottai-982337",1992-07-09,2292574670872271,66.96,2026-05-02,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000538,CUST0025,Dayamai Ravel,tanmayimane@example.com,913992959958,"052, Chawla Street, Chandrapur-949558",1988-07-11,2632479252479553,12272.72,2026-07-16,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000539,CUST0110,Kamala Krishnamurthy,palanalka@example.com,3608937596,"H.No. 53, Chander Nagar, Uluberia 091539",1981-12-09,2274255787369490,3717.91,2026-04-05,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000540,CUST0171,Lopa Kurian,ovirk@example.net,4417345455,"87/660, Bhandari Marg, Raurkela Industrial Township 622766",1978-07-16,2716864311064307,951.51,2026-02-22,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000541,CUST0096,Kevin Dada,valabalveer@example.org,915725827792,"46/75, Ahluwalia Street, Bettiah 055820",1966-02-26,2231301182305242,1357.55,2026-04-25,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000542,CUST0176,Yashvi Chana,tarak27@example.org,9417632598,"224, Buch Zila, Medininagar 260443",2004-02-16,2581461795086880,4515.59,2026-03-30,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000543,CUST0018,Ridhi Savant,virajradhakrishnan@example.com,911173124919,"H.No. 80, Bhatia Ganj, South Dumdum 602888",1995-08-21,2269305026480652,12946.36,2026-04-07,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000544,CUST0022,Isha Bora,isami@example.net,7979903950,"75, Ben Path, Burhanpur 019054",1958-08-01,2231487942555471,1667.97,2026-06-06,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000545,CUST0111,Yamini Mitter,bhandariyash@example.com,2339208098,"131, Aggarwal Street, Madhyamgram 988534",1988-07-08,5450909699701872,8939.19,2026-06-26,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000546,CUST0096,Kevin Dada,valabalveer@example.org,915725827792,"46/75, Ahluwalia Street, Bettiah 055820",1966-02-26,2615430149272579,16044.34,2026-06-13,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000547,CUST0143,Upadhriti Ratti,qbansal@example.com,916981260648,"H.No. 686, De Path, Jamnagar 975909",1964-03-17,2688297826316470,3050.24,2026-03-23,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000548,CUST0151,Om Chand,buchanirudh@example.net,6514747208,"966, Prashad Ganj, Kishanganj 389819",1995-12-18,5284382109461507,217.53,2026-02-25,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000549,CUST0172,Luke Mani,harinisem@example.com,6098767430,"H.No. 871, Chakraborty Marg, Tinsukia-617559",1964-01-18,2274945190821232,226.93,2026-06-18,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000550,CUST0106,Chanakya Vohra,chaudryfalan@example.net,287765846,"01/575, Sheth Marg, Kota 924271",2005-06-21,2246472406553686,2400.15,2026-04-01,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000551,CUST0171,Lopa Kurian,ovirk@example.net,4417345455,"87/660, Bhandari Marg, Raurkela Industrial Township 622766",1978-07-16,2261840686707927,969.68,2026-08-03,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000552,CUST0014,Mason Comar,andrewtank@example.org,913392865349,"H.No. 77, Babu Street, Amritsar-666053",1978-11-15,5178436584358809,20771.86,2026-05-24,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000553,CUST0154,Bakhshi Bakshi,bhavya28@example.net,7489273312,"06/38, Rajan Marg, Hubli–Dharwad-782910",1985-12-19,5556057423862405,7957.05,2026-02-27,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000554,CUST0091,Lajita Sami,krish65@example.com,2581881388,"68, Dyal Road, Surat 879272",1990-06-23,2719822048788231,4032.2,2026-05-28,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000555,CUST0148,Niharika Mangal,sandhudarpan@example.com,917212395088,"H.No. 01, Jani Road, Guwahati-185200",1972-10-24,2497312446594694,1615.43,2026-02-25,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000556,CUST0040,Zarna Pandey,puriraagini@example.net,4239185009,"H.No. 04, Sethi Road, Ambala 307405",1991-12-17,2396340065539635,8816.27,2026-07-13,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000557,CUST0058,Ojasvi Jain,cheemaamara@example.org,7592637377,"271, Shukla Chowk, Dehri 269473",1989-11-15,2705526451771693,559.59,2026-06-18,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000558,CUST0090,Simon Srinivasan,nikita82@example.net,914482437348,"13/806, Gopal Zila, Aligarh 229846",1993-10-31,2685027834070006,3319.76,2026-05-01,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000559,CUST0030,Ryan Dutt,dubeyekavir@example.com,3506857479,"388, Goda Path, Berhampur 933323",1967-03-04,5246073219315918,882.71,2026-04-25,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000560,CUST0147,Yashoda Nanda,ddugar@example.net,6047074746,"606, Solanki, Nellore 091292",2000-08-22,5114641867386818,172.91,2026-07-31,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000561,CUST0110,Kamala Krishnamurthy,palanalka@example.com,3608937596,"H.No. 53, Chander Nagar, Uluberia 091539",1981-12-09,5119306812216164,21246.12,2026-07-05,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000562,CUST0156,Isaac Contractor,omkaarpradhan@example.net,6212666222,"92/970, Bedi Nagar, Rajkot 503243",1991-07-03,2313137511469817,18761.96,2026-03-25,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000563,CUST0008,Udant Lalla,mmuni@example.com,915445316486,"H.No. 464, Mohanty Zila, Machilipatnam-241929",1965-10-19,2262855752843173,3202.88,2026-04-14,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000564,CUST0070,Lopa Amble,warinder49@example.net,8421025811,"644, Sachdev Marg, Bahraich-443264",1987-02-04,2279052530347112,437.62,2026-02-16,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000565,CUST0087,Adya Chakrabarti,dateekani@example.org,6322946418,"24/25, Raghavan Chowk, Gandhidham-301064",1980-02-16,5447545480477367,2038.76,2026-04-13,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000566,CUST0002,Azad Venkatesh,manbirpau@example.org,915017000534,"H.No. 11, Sha Marg, Baranagar 783987",1960-03-30,2272378530118931,2983.01,2026-03-09,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000567,CUST0037,Baljiwan Lad,jeremiah48@example.com,910385821986,"H.No. 71, Nayak Marg, Dindigul-630004",1961-11-24,5368789866443891,258.95,2026-02-28,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000568,CUST0018,Ridhi Savant,virajradhakrishnan@example.com,911173124919,"H.No. 80, Bhatia Ganj, South Dumdum 602888",1995-08-21,2255715274881318,1304.45,2026-06-15,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000569,CUST0163,Jalsa Wali,aradhana04@example.com,5267163298,"H.No. 562, Loke Street, Jehanabad-932079",1963-09-30,2720852411385593,13418.0,2026-02-22,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000570,CUST0024,Rudra Handa,irarana@example.net,2446616770,"636, Jani Road, Raipur-693937",1995-12-01,2496808252269769,3369.04,2026-05-20,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000571,CUST0097,Aadi Mutti,tbahl@example.com,913874516144,"192, Sundaram Marg, Katihar 444040",1962-03-24,2241739072438086,10913.41,2026-02-27,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000572,CUST0117,Xalak Gokhale,baghyawatitank@example.com,912963264634,"H.No. 423, Lad Ganj, Mau 442346",1958-04-17,2256434194616494,3262.36,2026-03-25,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000573,CUST0041,Saumya Sharma,boasewarda@example.org,552258999,"H.No. 531, Saraf Path, Bellary-822942",1965-01-26,5328359972193878,883.82,2026-05-16,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000574,CUST0080,Timothy Randhawa,hdevan@example.org,3579734915,"619, Dewan Marg, Bangalore 631518",1977-01-28,5481699878211552,3633.15,2026-02-17,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000575,CUST0146,Unni Balasubramanian,kamdarnicholas@example.org,912234977459,"H.No. 666, Suresh Zila, Visakhapatnam-195727",1969-07-09,2707369434443165,19744.13,2026-04-30,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000576,CUST0014,Mason Comar,andrewtank@example.org,913392865349,"H.No. 77, Babu Street, Amritsar-666053",1978-11-15,5452063900717067,4347.22,2026-06-02,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000577,CUST0041,Saumya Sharma,boasewarda@example.org,552258999,"H.No. 531, Saraf Path, Bellary-822942",1965-01-26,2230867227774866,3719.88,2026-04-14,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000578,CUST0173,Jagrati Purohit,muttiaryan@example.com,7044021975,"H.No. 05, Sehgal Ganj, Proddatur 739407",1960-10-26,5381867896065331,4010.11,2026-06-27,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000579,CUST0070,Lopa Amble,warinder49@example.net,8421025811,"644, Sachdev Marg, Bahraich-443264",1987-02-04,2692600700010420,885.95,2026-06-16,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000580,CUST0170,Chandresh Mohanty,rishi25@example.com,826613606,"90/25, Kalita Zila, Singrauli 660367",1963-04-14,2614829784039592,5498.17,2026-06-14,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000581,CUST0125,Yash Bakshi,gaurav20@example.com,6483162569,"61/69, Bhatia Zila, Bhatpara 918109",1975-11-05,2716796718756459,7191.66,2026-06-26,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000582,CUST0107,Eta Swaminathan,jack92@example.com,6319195366,"66, Pradhan Marg, Chittoor-432039",1980-07-22,2506638807974227,3973.29,2026-04-22,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000583,CUST0056,Mahika Tiwari,mahika09@example.org,915775161344,"82, Chanda Chowk, Mehsana-811530",1972-08-04,2365716173122520,826.25,2026-06-06,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000584,CUST0089,Tara Bir,klalla@example.com,918814190235,"H.No. 05, Peri Marg, Akola-176683",1996-06-08,2278896941394720,13627.44,2026-06-14,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000585,CUST0029,Vritti Cheema,lavanyakeer@example.org,913244377820,"74/96, Vaidya Street, Hosur-911579",1988-03-13,2276481350228578,322.4,2026-07-14,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000586,CUST0174,Ridhi Gala,teerthkrishna@example.org,916020548258,"14/45, Chawla, Muzaffarnagar-030690",1987-08-24,2361158661862545,4923.76,2026-07-14,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000587,CUST0135,Harinakshi Iyer,sodhibina@example.org,916892505848,"H.No. 686, Natarajan Ganj, Ahmednagar 425765",1990-07-26,5445526950401667,2038.95,2026-07-17,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000588,CUST0012,Harini Sodhi,ravalojasvi@example.net,8462637222,"H.No. 05, Mital, Rajkot-175042",1966-05-29,2299808256880644,3159.4,2026-06-05,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000589,CUST0102,Nimrat Ramakrishnan,iryalala@example.net,915139316400,"55, Saini, Nashik-371364",1963-09-13,5160635079376925,1427.82,2026-06-26,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000590,CUST0002,Azad Venkatesh,manbirpau@example.org,915017000534,"H.No. 11, Sha Marg, Baranagar 783987",1960-03-30,2250757059287258,3164.53,2026-07-08,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
