transaction_id,customer_id,customer_name,email,phone,address,date_of_birth,card_number,cvv,transaction_amount,transaction_date,store_channel
TXN000299,CUST0068,Yauvani Chand,zmerchant@example.com,+915193179610,"209, More Zila, Anantapuram 766010",1982-03-21,2260055907001924,287,1689.11,2026-08-08,E-Commerce
TXN000300,CUST0041,Saumya Sharma,boasewarda@example.org,00552258999,"H.No. 531, Saraf Path, Bellary-822942",1965-01-26,2709829926000151,9513,88.78,2026-05-11,E-Commerce
TXN000301,CUST0045,Jacob Bhatnagar,chadagautami@example.com,9355247230,"H.No. 80, Sur, Giridih-428587",1964-03-29,5269584335278410,865,314.38,2026-05-26,E-Commerce
TXN000302,CUST0041,Saumya Sharma,boasewarda@example.org,00552258999,"H.No. 531, Saraf Path, Bellary-822942",1965-01-26,2626606545323267,443,134.18,2026-05-24,E-Commerce
TXN000303,CUST0105,Suhani Kapur,kamdarsara@example.org,08992022637,"43, Warrior Path, Khammam 104974",1999-12-29,2472749017953198,826,487.28,2026-05-02,POS-Store
TXN000304,CUST0177,Shravya Sagar,udantsama@example.net,+918363910174,"09/002, Varty Chowk, Bellary-197098",1979-05-09,5171643351015051,776,395.69,2026-03-15,POS-Store
TXN000305,CUST0075,Chakrika Mittal,morarmadhavi@example.org,3017732058,"87/478, Ramaswamy Road, Noida 731550",1993-12-28,5485875229101777,872,3760.89,2026-05-10,E-Commerce
TXN000306,CUST0060,Umang Buch,timothy24@example.org,01103195546,"H.No. 725, Gala Road, Pimpri-Chinchwad 667057",1981-12-14,2399717905592527,586,808.64,2026-06-15,POS-Store
TXN000307,CUST0073,Ekta Mitra,anushamitra@example.com,07400080896,"65/285, Pathak Nagar, Mangalore 300710",1960-11-17,2230978460998961,674,1326.95,2026-07-23,POS-Store
TXN000308,CUST0019,Nikita Master,anigam@example.org,+913847487091,"67/595, Bains Chowk, Aurangabad 368095",1977-10-11,2571992253734241,010,20654.91,2026-03-20,E-Commerce
TXN000309,CUST0068,Yauvani Chand,zmerchant@example.com,+915193179610,"209, More Zila, Anantapuram 766010",1982-03-21,2426433200147200,326,312.76,2026-06-28,E-Commerce
TXN000310,CUST0109,Siddharth Purohit,kashyapazad@example.net,+916428252224,"23/17, Sami Street, Panihati-580429",1968-04-11,5428387404600847,390,3992.29,2026-05-01,E-Commerce
TXN000311,CUST0140,Jagrati Srinivas,parmarirya@example.net,+913892977115,"846, Kamdar, Nellore 391168",1965-01-24,2719655779219582,047,248.67,2026-05-29,E-Commerce
TXN000312,CUST0166,Gaurika Chakraborty,sathvik30@example.com,04730150514,"33/106, Mandal Street, Ramagundam 898234",1978-08-24,5353161140391394,6610,2937.61,2026-03-15,E-Commerce
TXN000313,CUST0069,Azad Ramakrishnan,tsandal@example.com,+914580704974,"H.No. 676, Kulkarni Zila, Tiruvottiyur 478629",1977-09-14,2240218810476642,424,2475.29,2026-07-27,E-Commerce
TXN000314,CUST0019,Nikita Master,anigam@example.org,+913847487091,"67/595, Bains Chowk, Aurangabad 368095",1977-10-11,2290410059881462,103,3989.14,2026-06-16,E-Commerce
TXN000315,CUST0043,Nilima Dara,unadkarni@example.org,04868507284,"25, Das Street, Jalgaon 673784",1990-06-12,2660005067037768,307,289.56,2026-04-07,POS-Store
TXN000316,CUST0153,Jairaj Ramanathan,harrison29@example.org,07686617991,"H.No. 720, Ben Zila, Ballia 984360",1976-01-18,2272943242516803,161,4579.93,2026-04-19,POS-Store
TXN000317,CUST0113,Divya Chaudhry,advikchander@example.com,+915146793963,"20/12, Sridhar Chowk, Durgapur 535695",1984-05-01,2283725292490956,762,3127.92,2026-02-12,E-Commerce
TXN000318,CUST0120,Lohit Kala,zaid37@example.org,04669583880,"H.No. 550, Pai Ganj, Saharanpur 876372",1974-01-11,2261954066243690,406,474.59,2026-06-30,POS-Store
TXN000319,CUST0180,Tripti Pingle,tdar@example.com,2949642214,"248, Dhingra, Vasai-Virar-098400",1977-03-22,2304114517434401,145,1969.64,2026-08-06,POS-Store
TXN000320,CUST0070,Lopa Amble,warinder49@example.net,08421025811,"644, Sachdev Marg, Bahraich-443264",1987-02-04,2235613724281301,637,408.04,2026-05-08,POS-Store
TXN000321,CUST0113,Divya Chaudhry,advikchander@example.com,+915146793963,"20/12, Sridhar Chowk, Durgapur 535695",1984-05-01,2289449273804259,784,355.65,2026-07-06,E-Commerce
TXN000322,CUST0154,Bakhshi Bakshi,bhavya28@example.net,7489273312,"06/38, Rajan Marg, Hubli–Dharwad-782910",1985-12-19,2284139448382159,745,360.79,2026-03-24,E-Commerce
TXN000323,CUST0111,Yamini Mitter,bhandariyash@example.com,2339208098,"131, Aggarwal Street, Madhyamgram 988534",1988-07-08,2251963969657866,001,895.11,2026-05-02,POS-Store
TXN000324,CUST0155,Lavanya Grewal,fradosinha@example.net,04324726049,"95, Nadig Street, Sangli-Miraj & Kupwad 316176",1993-10-18,2236041510201425,346,3715.73,2026-07-18,POS-Store
TXN000325,CUST0007,Neha Pant,ekansh43@example.org,+917040648538,"44, Prabhu Ganj, Miryalaguda 887300",1967-03-13,2236343568198937,569,2993.27,2026-03-08,E-Commerce
TXN000326,CUST0059,Ganga Muni,xtiwari@example.com,7302250344,"H.No. 931, Naidu Marg, Pali-560389",1976-10-18,2295850485220287,518,559.71,2026-03-06,E-Commerce
TXN000327,CUST0173,Jagrati Purohit,muttiaryan@example.com,7044021975,"H.No. 05, Sehgal Ganj, Proddatur 739407",1960-10-26,2261014687251752,696,3981.01,2026-02-22,POS-Store
TXN000328,CUST0148,Niharika Mangal,sandhudarpan@example.com,+917212395088,"H.No. 01, Jani Road, Guwahati-185200",1972-10-24,5389995209208603,5236,1510.19,2026-02-27,E-Commerce
TXN000329,CUST0045,Jacob Bhatnagar,chadagautami@example.com,9355247230,"H.No. 80, Sur, Giridih-428587",1964-03-29,2639161958846789,697,394.57,2026-06-21,POS-Store
TXN000330,CUST0133,Janya Rege,ypalla@example.net,+914445120610,"64, Raju Zila, Rewa 164474",1959-10-01,5447460495074144,423,3282.54,2026-02-28,POS-Store
TXN000331,CUST0072,Sarthak Suresh,zehaanbuch@example.org,05822445060,"45, Ben Circle, Deoghar 389790",1978-07-20,2720348974956813,524,4945.07,2026-06-28,E-Commerce
TXN000332,CUST0150,Vanya Bhakta,epall@example.org,+911424714068,"553, Ahluwalia, Anantapur-312017",2005-05-04,5458053263910304,336,1948.67,2026-05-21,POS-Store
TXN000333,CUST0163,Jalsa Wali,aradhana04@example.com,05267163298,"H.No. 562, Loke Street, Jehanabad-932079",1963-09-30,2226303921772606,853,195.06,2026-06-09,POS-Store
TXN000334,CUST0024,Rudra Handa,irarana@example.net,02446616770,"636, Jani Road, Raipur-693937",1995-12-01,2222252101616261,654,202.49,2026-04-17,POS-Store
TXN000335,CUST0090,Simon Srinivasan,nikita82@example.net,+914482437348,"13/806, Gopal Zila, Aligarh 229846",1993-10-31,2271749592890990,212,320.56,2026-03-28,POS-Store
TXN000336,CUST0086,Zinal Modi,maya71@example.com,09373066001,"83, Chada Marg, Gulbarga-850949",1970-07-12,2299853396189597,351,901.03,2026-08-02,POS-Store
TXN000337,CUST0172,Luke Mani,harinisem@example.com,6098767430,"H.No. 871, Chakraborty Marg, Tinsukia-617559",1964-01-18,2296004570915208,424,547.76,2026-07-27,E-Commerce
TXN000338,CUST0042,Omya Grover,abhimanyu84@example.org,4734288665,"81, Ratta Zila, Tadipatri-448557",1984-04-20,2617802065818221,686,4928.53,2026-05-06,POS-Store
TXN000339,CUST0106,Chanakya Vohra,chaudryfalan@example.net,00287765846,"01/575, Sheth Marg, Kota 924271",2005-06-21,2713907713882785,039,427.56,2026-04-04,POS-Store
TXN000340,CUST0074,Bhavini Anand,chandranbalhaar@example.org,6600725503,"77, Dayal Zila, Pudukkottai 232922",1986-04-20,2245490273627103,634,19713.76,2026-05-26,POS-Store
TXN000341,CUST0141,Nimrat Sanghvi,shafaraj@example.com,09432073231,"H.No. 48, Sandal Street, Mehsana 281248",1965-09-07,2673946531123186,374,9385.09,2026-07-15,E-Commerce
TXN000342,CUST0117,Xalak Gokhale,baghyawatitank@example.com,+912963264634,"H.No. 423, Lad Ganj, Mau 442346",1958-04-17,2720123035030910,673,684.54,2026-02-13,E-Commerce
TXN000343,CUST0081,Qushi Kala,agarwalsamaksh@example.net,01031862060,"H.No. 74, Parmar Marg, Kanpur 478078",2002-10-15,2454753361426399,211,14465.41,2026-04-28,POS-Store
TXN000344,CUST0083,Hamsini Kara,anvi19@example.com,8002415929,"H.No. 696, Sem Path, Vijayawada-120991",1999-03-02,2238175388865420,187,2119.64,2026-04-26,E-Commerce
TXN000345,CUST0104,Alexander Rege,amrita25@example.com,4584929505,"H.No. 412, Sankar Street, Anantapur-432245",1992-03-27,5143656496242526,689,1747.99,2026-07-30,E-Commerce
TXN000346,CUST0169,Eshana Bansal,ishani34@example.net,02193565750,"99, Apte Chowk, Rajpur Sonarpur-830651",1964-05-15,5554227941058206,477,453.74,2026-05-14,POS-Store
TXN000347,CUST0106,Chanakya Vohra,chaudryfalan@example.net,00287765846,"01/575, Sheth Marg, Kota 924271",2005-06-21,2705814814958748,207,1969.4,2026-07-05,E-Commerce
TXN000348,CUST0049,Netra Gour,palladavid@example.com,+912515101554,"H.No. 382, Ben Path, New Delhi 046736",1965-02-27,2254379163450403,660,629.48,2026-06-09,POS-Store
TXN000349,CUST0160,Saumya Apte,ramanudant@example.org,+913616182151,"372, Kalita Zila, Narasaraopet-682474",1968-11-09,5252341607795517,712,601.6,2026-03-29,POS-Store
TXN000350,CUST0161,Xalak Trivedi,chavvitalwar@example.org,04796024025,"15/767, Vora Ganj, Tinsukia-159266",1980-03-29,5451373931071546,742,506.6,2026-06-11,POS-Store
TXN000351,CUST0014,Mason Comar,andrewtank@example.org,+913392865349,"H.No. 77, Babu Street, Amritsar-666053",1978-11-15,2258097426389277,7202,1207.24,2026-03-01,E-Commerce
TXN000352,CUST0069,Azad Ramakrishnan,tsandal@example.com,+914580704974,"H.No. 676, Kulkarni Zila, Tiruvottiyur 478629",1977-09-14,2524713070583985,028,1537.52,2026-02-16,E-Commerce
TXN000353,CUST0074,Bhavini Anand,chandranbalhaar@example.org,6600725503,"77, Dayal Zila, Pudukkottai 232922",1986-04-20,5275171338495662,968,989.47,2026-02-20,POS-Store
TXN000354,CUST0179,Triveni Kadakia,etahegde@example.org,+916666300629,"47, Gour Ganj, Berhampore-992736",2001-07-20,2260093481041222,238,818.57,2026-03-08,POS-Store
TXN000355,CUST0032,Yug Thaman,khalsaati@example.org,+913780126147,"688, Hari Path, Firozabad 567299",1992-02-01,2268880691857963,315,696.75,2026-08-02,E-Commerce
TXN000356,CUST0162,Onveer Misra,mgarde@example.org,07568123914,"05/401, Kulkarni Street, Jamnagar 538665",1978-02-27,2701473800240563,209,3381.96,2026-02-18,E-Commerce
TXN000357,CUST0041,Saumya Sharma,boasewarda@example.org,00552258999,"H.No. 531, Saraf Path, Bellary-822942",1965-01-26,5285808760287673,0397,2646.95,2026-06-06,POS-Store
TXN000358,CUST0142,Joshua Issac,snehabalakrishnan@example.net,+919933142491,"23, Cheema Ganj, Singrauli 840601",2001-08-07,2247024653172741,105,4717.19,2026-03-21,E-Commerce
TXN000359,CUST0142,Joshua Issac,snehabalakrishnan@example.net,+919933142491,"23, Cheema Ganj, Singrauli 840601",2001-08-07,2233019951332035,518,21405.49,2026-07-06,POS-Store
TXN000360,CUST0024,Rudra Handa,irarana@example.net,02446616770,"636, Jani Road, Raipur-693937",1995-12-01,5566573625744488,656,743.59,2026-06-19,E-Commerce
TXN000361,CUST0030,Ryan Dutt,dubeyekavir@example.com,03506857479,"388, Goda Path, Berhampur 933323",1967-03-04,2241629847522407,543,8081.78,2026-04-26,POS-Store
TXN000362,CUST0031,Jhalak Gala,wsami@example.org,01922670320,"H.No. 99, Uppal Nagar, Malegaon 940044",1966-04-28,2232321808852798,7910,753.32,2026-04-26,E-Commerce
TXN000363,CUST0128,Tanmayi Barman,tchander@example.com,+910455887635,"H.No. 34, Ravel Chowk, Mysore 938423",1972-06-29,2246300977123847,161,4366.47,2026-04-16,POS-Store
TXN000364,CUST0131,Upma Karnik,manderturvi@example.org,00628008475,"365, Johal Circle, Anantapur 654548",1987-01-30,2529241080070525,459,804.71,2026-03-27,POS-Store
TXN000365,CUST0107,Eta Swaminathan,jack92@example.com,6319195366,"66, Pradhan Marg, Chittoor-432039",1980-07-22,2706976922899087,122,205.31,2026-02-22,POS-Store
TXN000366,CUST0121,Ishani Agate,shravyadua@example.com,+917822678081,"05/279, Ahuja Marg, Silchar 815845",2003-07-19,2705232814057199,127,823.03,2026-02-21,E-Commerce
TXN000367,CUST0117,Xalak Gokhale,baghyawatitank@example.com,+912963264634,"H.No. 423, Lad Ganj, Mau 442346",1958-04-17,2279318415034020,280,3091.74,2026-02-17,E-Commerce
TXN000368,CUST0099,Vinaya Manda,fchoudhury@example.com,06034575744,"H.No. 52, Dhar Zila, Tadipatri 917745",1971-09-18,2690379800920281,008,4507.92,2026-03-14,E-Commerce
TXN000369,CUST0154,Bakhshi Bakshi,bhavya28@example.net,7489273312,"06/38, Rajan Marg, Hubli–Dharwad-782910",1985-12-19,2586400509240412,101,4265.58,2026-03-12,E-Commerce
TXN000370,CUST0018,Ridhi Savant,virajradhakrishnan@example.com,+911173124919,"H.No. 80, Bhatia Ganj, South Dumdum 602888",1995-08-21,2643783588298737,805,2507.4,2026-05-08,POS-Store
TXN000371,CUST0107,Eta Swaminathan,jack92@example.com,6319195366,"66, Pradhan Marg, Chittoor-432039",1980-07-22,2491852529471134,525,2205.21,2026-05-05,POS-Store
TXN000372,CUST0130,Samuel Bath,desainathaniel@example.org,9818472762,"H.No. 405, Borde Nagar, Ichalkaranji 097568",1958-01-19,5381208093820089,9781,3010.38,2026-06-19,POS-Store
TXN000373,CUST0001,Girish Hans,yseshadri@example.org,00957036897,"68, Warrior Road, Ulhasnagar-028568",1967-12-28,2280533035745071,819,903.7,2026-03-18,POS-Store
TXN000374,CUST0077,Aahana Varughese,binakota@example.net,2209703704,"54/913, Bal Chowk, Mangalore-284417",1963-12-09,5219946204708218,606,3173.67,2026-07-21,POS-Store
TXN000375,CUST0039,Anirudh Kibe,mohantylogan@example.com,+912762642514,"H.No. 36, Nigam Ganj, Etawah-571776",1969-03-14,2498446339028805,172,15612.42,2026-04-15,POS-Store
TXN000376,CUST0138,Saanvi Chandra,pranav65@example.net,+919164224243,"75/523, Bumb Chowk, Jaipur-939707",1963-03-14,2701646028500716,648,941.9,2026-06-25,POS-Store
TXN000377,CUST0089,Tara Bir,klalla@example.com,+918814190235,"H.No. 05, Peri Marg, Akola-176683",1996-06-08,5259118715140999,644,2339.29,2026-07-30,POS-Store
TXN000378,CUST0142,Joshua Issac,snehabalakrishnan@example.net,+919933142491,"23, Cheema Ganj, Singrauli 840601",2001-08-07,2282259389286110,490,803.53,2026-02-20,POS-Store
TXN000379,CUST0117,Xalak Gokhale,baghyawatitank@example.com,+912963264634,"H.No. 423, Lad Ganj, Mau 442346",1958-04-17,5578438622500257,343,3133.31,2026-03-13,POS-Store
TXN000380,CUST0049,Netra Gour,palladavid@example.com,+912515101554,"H.No. 382, Ben Path, New Delhi 046736",1965-02-27,2571386912152400,728,18406.36,2026-04-11,E-Commerce
TXN000381,CUST0147,Yashoda Nanda,ddugar@example.net,06047074746,"606, Solanki, Nellore 091292",2000-08-22,5374338531650936,119,345.82,2026-04-09,POS-Store
TXN000382,CUST0060,Umang Buch,timothy24@example.org,01103195546,"H.No. 725, Gala Road, Pimpri-Chinchwad 667057",1981-12-14,5344491243309262,677,756.01,2026-04-16,POS-Store
TXN000383,CUST0012,Harini Sodhi,ravalojasvi@example.net,08462637222,"H.No. 05, Mital, Rajkot-175042",1966-05-29,5575826431845397,281,590.83,2026-03-09,POS-Store
TXN000384,CUST0122,Kritika Kunda,kantmason@example.org,+911430893051,"H.No. 86, Gulati Chowk, Madurai 624931",1967-07-19,5559364055294346,892,4506.19,2026-06-19,POS-Store
TXN000385,CUST0099,Vinaya Manda,fchoudhury@example.com,06034575744,"H.No. 52, Dhar Zila, Tadipatri 917745",1971-09-18,2556194224220959,410,4284.21,2026-07-19,E-Commerce
TXN000386,CUST0127,Krisha Kari,majumdarharinakshi@example.net,05414769752,"73/68, Dube Zila, Kottayam-612498",1991-07-19,5199479981320183,722,853.28,2026-08-05,E-Commerce
TXN000387,CUST0033,Nihal Prabhakar,phora@example.net,05300616156,"51/42, Banerjee Path, Bhubaneswar 359546",1966-09-05,2248493512384368,988,427.03,2026-05-20,POS-Store
TXN000388,CUST0026,Victor Pau,ravalanika@example.net,6985375708,"H.No. 263, Dube Ganj, Gangtok 607216",1982-12-06,5251665746531289,588,1599.52,2026-06-18,POS-Store
TXN000389,CUST0026,Victor Pau,ravalanika@example.net,6985375708,"H.No. 263, Dube Ganj, Gangtok 607216",1982-12-06,2276311870909748,147,735.42,2026-03-24,POS-Store
TXN000390,CUST0004,Inaya Kota,pdara@example.net,08372962231,"76, Srinivasan Road, Bareilly-093979",1979-12-21,2253623071345697,160,3563.95,2026-03-06,E-Commerce
TXN000391,CUST0105,Suhani Kapur,kamdarsara@example.org,08992022637,"43, Warrior Path, Khammam 104974",1999-12-29,2555255130686566,0563,3170.36,2026-05-23,E-Commerce
TXN000392,CUST0020,Logan Grewal,brahmbhattnisha@example.org,06987176478,"H.No. 637, Luthra, Berhampur 430242",1998-04-20,2272277200185958,816,378.07,2026-03-18,POS-Store
TXN000393,CUST0068,Yauvani Chand,zmerchant@example.com,+915193179610,"209, More Zila, Anantapuram 766010",1982-03-21,2262544894491105,520,912.12,2026-06-12,POS-Store
TXN000394,CUST0160,Saumya Apte,ramanudant@example.org,+913616182151,"372, Kalita Zila, Narasaraopet-682474",1968-11-09,2246794378697146,886,2603.0,2026-05-07,POS-Store
TXN000395,CUST0167,Anusha Bobal,davenathaniel@example.com,08783095844,"H.No. 409, Bhandari Path, Phusro 646458",1977-10-04,2703091609556282,981,4788.19,2026-07-11,E-Commerce
TXN000396,CUST0085,Urishilla Tandon,ojasvisaxena@example.com,2467883077,"12, Chawla Path, Tenali 440630",1981-10-06,5401300042896223,390,606.33,2026-03-28,POS-Store
TXN000397,CUST0082,Urishilla Batta,girikbuch@example.net,+917795907625,"49/41, Parmar Marg, Berhampore 301474",1993-06-30,2417319531816541,608,3445.21,2026-05-26,POS-Store
TXN000398,CUST0139,Tanvi Badami,kshere@example.net,08132962188,"93/648, Bedi Road, Sikar 671868",1979-08-11,2663037478226620,106,877.65,2026-03-27,E-Commerce
TXN000399,CUST0159,Jasmit Bakshi,bhatyamini@example.com,+917798317531,"79/18, Manda Marg, Serampore-153240",1998-07-04,2274024416232960,9901,14607.7,2026-02-27,E-Commerce
TXN000400,CUST0061,Logan Sidhu,samakshdivan@example.net,+918374908364,"H.No. 98, Mahal Path, Sagar 878951",1964-05-28,5375656165863247,622,4689.08,2026-05-09,POS-Store
TXN000401,CUST0059,Ganga Muni,xtiwari@example.com,7302250344,"H.No. 931, Naidu Marg, Pali-560389",1976-10-18,2437845531725874,208,1610.0,2026-06-24,E-Commerce
TXN000402,CUST0112,Jai Nanda,ekbal93@example.com,+919781223351,"H.No. 94, Nadig Street, Katni 557238",1968-01-04,2290820438812980,723,3426.25,2026-05-10,E-Commerce
TXN000403,CUST0163,Jalsa Wali,aradhana04@example.com,05267163298,"H.No. 562, Loke Street, Jehanabad-932079",1963-09-30,2244763887841349,807,3945.04,2026-04-30,E-Commerce
TXN000404,CUST0114,Chaitaly Viswanathan,sarkarnaveen@example.org,08310384926,"H.No. 744, Sidhu Nagar, Dehri-540494",1997-01-02,2488501400412387,181,20734.74,2026-06-19,E-Commerce
TXN000405,CUST0178,Nitara Jha,reddydevika@example.net,04351137548,"H.No. 20, Mistry Marg, Pali-206101",1982-12-26,2223608139263567,195,1452.84,2026-06-06,POS-Store
TXN000406,CUST0008,Udant Lalla,mmuni@example.com,+915445316486,"H.No. 464, Mohanty Zila, Machilipatnam-241929",1965-10-19,2294096118834992,358,19261.43,2026-02-17,E-Commerce
TXN000407,CUST0084,Nitara Vig,lallajai@example.org,+913049331522,"H.No. 469, Subramanian Chowk, Barasat-097640",1970-10-26,2720132253997759,615,923.88,2026-03-13,E-Commerce
TXN000408,CUST0076,Warda Loyal,jsaran@example.org,+919763975853,"H.No. 51, Karnik Circle, Vijayawada 393231",1982-01-08,2720367257449809,916,13820.73,2026-03-15,POS-Store
TXN000409,CUST0096,Kevin Dada,valabalveer@example.org,+915725827792,"46/75, Ahluwalia Street, Bettiah 055820",1966-02-26,2247905734965568,285,2595.61,2026-06-20,POS-Store
TXN000410,CUST0038,Girindra Dhillon,saanviswamy@example.net,05201491862,"25/91, Mander Street, Allahabad 336164",1999-03-21,2298037069819455,004,368.1,2026-03-25,E-Commerce
TXN000411,CUST0136,Zarna Dua,ryan48@example.com,+917660128556,"H.No. 15, Toor Nagar, Sambalpur-063652",1985-08-03,5401722897848258,500,1018.52,2026-03-28,POS-Store
TXN000412,CUST0145,Patrick Saxena,rzachariah@example.net,7271139188,"H.No. 62, Devan Chowk, Deoghar 628523",1969-04-13,2278909627420493,730,2592.28,2026-03-20,E-Commerce
TXN000413,CUST0044,Chaaya Handa,jacobdhar@example.com,08152390753,"H.No. 04, Nath Nagar, Aizawl-030007",1975-04-02,2561796782362727,823,4678.5,2026-02-14,E-Commerce
TXN000414,CUST0021,Tanveer Tailor,ubiswas@example.org,3692754548,"H.No. 015, Mody Street, Anantapuram 489895",1982-12-16,2629649743193790,104,2387.47,2026-04-16,POS-Store
TXN000415,CUST0159,Jasmit Bakshi,bhatyamini@example.com,+917798317531,"79/18, Manda Marg, Serampore-153240",1998-07-04,2262202452511364,905,2808.42,2026-02-17,E-Commerce
TXN000416,CUST0128,Tanmayi Barman,tchander@example.com,+910455887635,"H.No. 34, Ravel Chowk, Mysore 938423",1972-06-29,2238559521966205,529,479.37,2026-06-24,E-Commerce
TXN000417,CUST0060,Umang Buch,timothy24@example.org,01103195546,"H.No. 725, Gala Road, Pimpri-Chinchwad 667057",1981-12-14,2256648126914905,408,217.39,2026-02-27,POS-Store
TXN000418,CUST0164,Ojasvi Chaudhary,ekanta46@example.org,03770482067,"H.No. 26, Din Chowk, Jodhpur 203562",1988-05-01,2274263342193421,090,2675.28,2026-05-04,POS-Store
TXN000419,CUST0118,Girindra Karnik,sawhneyishaan@example.org,1245267540,"39/74, Ramachandran Street, Kolhapur 757355",1981-08-18,2229826348913137,1056,11161.33,2026-02-24,POS-Store
TXN000420,CUST0171,Lopa Kurian,ovirk@example.net,04417345455,"87/660, Bhandari Marg, Raurkela Industrial Township 622766",1978-07-16,2226182794742783,630,3528.42,2026-03-08,E-Commerce
TXN000421,CUST0120,Lohit Kala,zaid37@example.org,04669583880,"H.No. 550, Pai Ganj, Saharanpur 876372",1974-01-11,2223855721639155,954,679.7,2026-08-01,POS-Store
TXN000422,CUST0174,Ridhi Gala,teerthkrishna@example.org,+916020548258,"14/45, Chawla, Muzaffarnagar-030690",1987-08-24,2256627548067690,309,962.06,2026-07-17,E-Commerce
TXN000423,CUST0019,Nikita Master,anigam@example.org,+913847487091,"67/595, Bains Chowk, Aurangabad 368095",1977-10-11,2271821033942068,178,443.48,2026-05-13,POS-Store
TXN000424,CUST0089,Tara Bir,klalla@example.com,+918814190235,"H.No. 05, Peri Marg, Akola-176683",1996-06-08,2716627352585161,329,996.03,2026-06-25,POS-Store
TXN000425,CUST0164,Ojasvi Chaudhary,ekanta46@example.org,03770482067,"H.No. 26, Din Chowk, Jodhpur 203562",1988-05-01,5427898361492094,433,3380.94,2026-06-23,POS-Store
TXN000426,CUST0177,Shravya Sagar,udantsama@example.net,+918363910174,"09/002, Varty Chowk, Bellary-197098",1979-05-09,2295459558840193,996,761.71,2026-05-29,POS-Store
TXN000427,CUST0117,Xalak Gokhale,baghyawatitank@example.com,+912963264634,"H.No. 423, Lad Ganj, Mau 442346",1958-04-17,2273092895873399,2618,902.25,2026-08-06,POS-Store
TXN000428,CUST0051,Meghana Dani,azad54@example.net,7170955381,"H.No. 332, Tara, Karaikudi 769071",1967-01-23,2250481333890585,933,230.96,2026-07-29,POS-Store
TXN000429,CUST0124,Ekanta Sant,saumya73@example.net,+917164913546,"H.No. 80, Kunda Chowk, Durg-904069",2003-07-19,2221901446397505,972,497.99,2026-07-06,E-Commerce
TXN000430,CUST0061,Logan Sidhu,samakshdivan@example.net,+918374908364,"H.No. 98, Mahal Path, Sagar 878951",1964-05-28,2287960961957052,256,1262.77,2026-07-22,POS-Store
TXN000431,CUST0147,Yashoda Nanda,ddugar@example.net,06047074746,"606, Solanki, Nellore 091292",2000-08-22,2292370978271468,354,2812.7,2026-03-25,POS-Store
TXN000432,CUST0148,Niharika Mangal,sandhudarpan@example.com,+917212395088,"H.No. 01, Jani Road, Guwahati-185200",1972-10-24,5170177626217342,128,2762.61,2026-07-13,POS-Store
TXN000433,CUST0180,Tripti Pingle,tdar@example.com,2949642214,"248, Dhingra, Vasai-Virar-098400",1977-03-22,2225419631552194,554,3238.0,2026-05-05,POS-Store
TXN000434,CUST0006,Sai Zachariah,avnizachariah@example.com,0872537545,"H.No. 59, Patla Road, Saharanpur 872967",1970-07-09,2297133503154871,464,222.65,2026-02-25,POS-Store
TXN000435,CUST0071,Dhruv Lala,yoshita33@example.com,9340109705,"H.No. 73, Hans Marg, Kulti 209409",1963-01-07,2335808535299703,764,21084.02,2026-06-13,E-Commerce
TXN000436,CUST0145,Patrick Saxena,rzachariah@example.net,7271139188,"H.No. 62, Devan Chowk, Deoghar 628523",1969-04-13,2479174406514241,104,2082.71,2026-06-27,E-Commerce
TXN000437,CUST0156,Isaac Contractor,omkaarpradhan@example.net,6212666222,"92/970, Bedi Nagar, Rajkot 503243",1991-07-03,2531448305992435,4746,2634.53,2026-03-02,POS-Store
TXN000438,CUST0074,Bhavini Anand,chandranbalhaar@example.org,6600725503,"77, Dayal Zila, Pudukkottai 232922",1986-04-20,2453165656110953,814,198.19,2026-05-28,E-Commerce
TXN000439,CUST0156,Isaac Contractor,omkaarpradhan@example.net,6212666222,"92/970, Bedi Nagar, Rajkot 503243",1991-07-03,2269722303390190,012,3635.04,2026-05-04,POS-Store
TXN000440,CUST0057,Neha Sule,maanaspai@example.net,04210122796,"H.No. 39, Warrior Zila, Nellore 279833",1991-03-19,2630056287738450,207,260.65,2026-04-06,E-Commerce
TXN000441,CUST0159,Jasmit Bakshi,bhatyamini@example.com,+917798317531,"79/18, Manda Marg, Serampore-153240",1998-07-04,2253140881897460,666,687.63,2026-05-28,POS-Store
TXN000442,CUST0174,Ridhi Gala,teerthkrishna@example.org,+916020548258,"14/45, Chawla, Muzaffarnagar-030690",1987-08-24,2298917412227110,574,148.8,2026-05-24,E-Commerce
TXN000443,CUST0161,Xalak Trivedi,chavvitalwar@example.org,04796024025,"15/767, Vora Ganj, Tinsukia-159266",1980-03-29,2289447530404525,843,1714.0,2026-08-08,E-Commerce
TXN000444,CUST0161,Xalak Trivedi,chavvitalwar@example.org,04796024025,"15/767, Vora Ganj, Tinsukia-159266",1980-03-29,2703197289568503,200,1952.49,2026-06-27,E-Commerce
TXN000445,CUST0080,Timothy Randhawa,hdevan@example.org,03579734915,"619, Dewan Marg, Bangalore 631518",1977-01-28,2287037749713907,394,280.77,2026-06-17,POS-Store
TXN000446,CUST0009,Upma Dewan,parthbanik@example.com,4420346905,"H.No. 887, Mukhopadhyay Road, Bharatpur-951092",1995-11-08,2563272387346844,476,4421.93,2026-03-15,POS-Store
TXN000447,CUST0034,Isaac Mukherjee,anika06@example.com,+914073249210,"12/829, Varma Circle, Orai 051463",1990-03-17,2243199034552946,908,11752.72,2026-05-07,E-Commerce
